serialid,ipscntry,d3c,type_settlement,EU_story,most_used_media,q2b_media_used_news_2,q2b_media_used_news_2.1,q2b_media_used_news_3,q2b_media_used_news_4,q2b_media_used_news_5,q2b_media_used_news_6,q2b_media_used_news_7,q2b_media_used_news_8,q2b_media_used_news_9,q2b_media_used_news_10,q2b_media_used_news_11,q2t_1,q2t_2,q2t_3,q2t_4,q2t_5,q2t_6,q2t_7,q2t_8,q2t_9,q2t_10,q2t_11,q3_access_online_1,q3_access_online_2,q3_access_online_3,q3_access_online_4,q3_access_online_5,q3_access_online_6,q3_access_online_7,q3_access_online_8,q3_access_online_9,q4_app_used_1,q4_app_used_2,q4_app_used_3,q4_app_used_4,q4_app_used_5,q4_app_used_6,q4_app_used_7,q4_app_used_8,q4_app_used_9,q4_app_used_10,q4_app_used_11,q4_app_used_12,q4_app_used_13,q4_app_used_14,q5_purpose_social_networks_1,q5_purpose_social_networks_2,q5_purpose_social_networks_3,q5_purpose_social_networks_4,q5_purpose_social_networks_5,q5_purpose_social_networks_6,q5_purpose_social_networks_7,q5_purpose_social_networks_8,q5_purpose_social_networks_9,q5_purpose_social_networks_10,q5_purpose_social_networks_11,q5_purpose_social_networks_12,q6_topic_type_1,q6_topic_type_2,q6_topic_type_3,q6_topic_type_4,q6_topic_type_5,q6_topic_type_6,q6_topic_type_7,q6_topic_type_8,q6_topic_type_9,q6_topic_type_10,q6_topic_type_11,q6_topic_type_12,q6_topic_type_13,q7_trust_news_1,q7_trust_news_2,q7_trust_news_3,q7_trust_news_4,q7_trust_news_5,q7_trust_news_6,q7_trust_news_7,q7_trust_news_8,q7_trust_news_9,q8_news_follow_frequency,q9_influencers,q10_content_influencers_1,q10_content_influencers_2,q10_content_influencers_3,q10_content_influencers_4,q10_content_influencers_5,q10_content_influencers_6,q10_content_influencers_7,q10_content_influencers_8,age,age_category,d1r2,gender,profession,d4r1,d4r2,d5r,d5,family_size_15_above,d23,device_used,d12be,d12be_r,d12at,d12at_r,d12bg,d12cy,d12cz,d12dk,d12ee,d12de,d12gr,d12gr_r,d12es,d12es_r,d12fi,d12fr,d12fr_r,d12hu,d12ie,d12it,d12it_r,d12lt,d12lu,d12lv,d12nl,d12nl_r,d12pl,d12pl_r,d12pt,d12ro,d12se,d12se_r,d12si,d12si_r,d12sk,d12mt,d12hr,eu_nms3,eu15,eu_nms12,eu_nms13,eu25,eu27,eu_la6,w1,w5,w6,w7,w9,w10,w11,w13,w14,w24,w87,w94,w100,w102,w103
215,Austria,Has nationality of survey country,Large town,Yes,TV,,,,Online press and/or news platforms,,,,,,,,,TV,,Online press and/or news platforms,,,,,,,,,"You use a news aggregator app or website, meaning a website or app that assembles information from different (...).",,,,,,,,WhatsApp,Facebook,YouTube,,,,,LinkedIn,,,,,,,,,,,To follow the news and current events,,,,To follow what friends/family/colleagues are doing,,,,Local news,National politics,,Science and technology,Sport,Financial and economic news,Culture and art,,,,,,,Public TV and Radio stations (incl. their online presence),,"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You actively search news several times a day,No,,,,,,,,,73.0,55 years and older,65 years and older,Male,31,22 years and older,20 years and older,Refusal,Refusal,Refusal,DK/Refusal,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,218675144450851.0,,,,,2383230967688660.0,0.7644489815338434,,1.05028353132818e+16,,1.1110162475321e+16,,,1.03602390656817e+16,
216,Austria,Yes,Large town,Yes,Blogs,,TV,,Online press and/or news platforms,"Video platforms (e.g. YouTube, etc.)",,,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,TV,,Online press and/or news platforms,"Video platforms (e.g. YouTube, etc.)",,,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",Blogs,,,,"You use a news aggregator app or website, meaning a website or app that assembles information from different (...).",,"You read content shared by friends on direct messaging apps (e.g. WhatsApp, Messenger, etc.)",Via notifications from news apps you registered to or via alerts you receive,Via email newsletter(s) you receive,,,,WhatsApp,,YouTube,,,,,LinkedIn,,Telegram,,,,,,,,,To follow the news and current events,,,,,,,,Local news,,European and international affairs,,,Financial and economic news,,,,,,,,,,,,,"People, groups or friends I follow on social media or messaging platforms",,,,You actively search news several times a day,Yes,,,,"Commentary on current events (e.g. on society, politics, economy, etc.)",,,,,65.0,55 years and older,65 years and older,Male,23,22 years and older,20 years and older,Without a professional activity,Retired,2,2,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.8769073475712307,,,,,0.9556974350119624,0.3065510396409218,,0.4211733107425698,,0.4455276859098582,,,0.4154550706759786,
217,Austria,Has nationality of survey country,Large town,Yes,TV,Radio,,,,,,,,,,,Radio,TV,,,,,,,,,,,,You read articles or posts that appear in your online social networks,,,,,,,WhatsApp,Facebook,,,,,,,Snapchat,,,,,,,,,,To follow the news and current events,,,,To follow what friends/family/colleagues are doing,,Other,,,,European and international affairs,Science and technology,,,Culture and art,,,,,,,,,,,,"People, groups or friends I follow on social media or messaging platforms",,,,You follow the news on a daily basis,No,,,,,,,,,71.0,55 years and older,65 years and older,Female,23,22 years and older,20 years and older,Without a professional activity,Retired,2,0,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1292505011434980.0,,,,,1.40863653108823e+16,0.4518365094030783,,0.6207823623843199,,0.6566791444574467,,,0.6123540444290333,
218,Austria,Has nationality of survey country,Small or middle sized town,Yes,Radio,,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,Radio,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,,,,,Via email newsletter(s) you receive,,,,WhatsApp,Facebook,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,Sport,Financial and economic news,,,,,,,,,Private TV and Radio stations (incl. their online presence),,,,,,,,You follow the news on a daily basis,No,,,,,,,,,75.0,55 years and older,65 years and older,Male,21,21 years,20 years and older,Without a professional activity,Retired,2,0,PC/Laptop/Tablet,,,Oberoesterreich,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.924585987928587,,,,,1.00765999915353e+16,0.3232186349241578,,0.4440730741743968,,0.4697516297102788,,,0.4380439256493839,
219,Austria,Has nationality of survey country,Small or middle sized town,No,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",Radio,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",Online press and/or news platforms,,,,,,,,Radio,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",Online press and/or news platforms,,,,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,,,Via notifications from news apps you registered to or via alerts you receive,Via email newsletter(s) you receive,,,,WhatsApp,Facebook,YouTube,,,,,,,,,,,,,,,,To follow the news and current events,,,,To follow what friends/family/colleagues are doing,,,,Local news,,,,Sport,,,,"Hobbies, lifestyle",,,,,Public TV and Radio stations (incl. their online presence),,"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You follow the news on a daily basis,Yes,,How toâ€™s (e.g. tutorials),,,Motivational content,,,,71.0,55 years and older,65 years and older,Male,20,20 years,20 years and older,Without a professional activity,Retired,2,0,PC/Laptop/Tablet,,,Oberoesterreich,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.924585987928587,,,,,1.00765999915353e+16,0.3232186349241578,,0.4440730741743968,,0.4697516297102788,,,0.4380439256493839,
220,Austria,Has nationality of survey country,Large town,Yes,TV,Radio,,,,,,,,,,,Radio,TV,,,,,,,,,,,,,,,Via email newsletter(s) you receive,,,,WhatsApp,Facebook,,,,,,,,,,,,,,,,,To follow the news and current events,,,,,,,,Local news,National politics,European and international affairs,,,,Culture and art,,,,,,,Public TV and Radio stations (incl. their online presence),,,,,,,,,You follow the news on a daily basis,No,,,,,,,,,65.0,55 years and older,65 years and older,Female,18,18 years,16-19,Without a professional activity,Retired,2,0,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1292505011434980.0,,,,,1.40863653108823e+16,0.4518365094030783,,0.6207823623843199,,0.6566791444574467,,,0.6123540444290333,
221,Austria,Has nationality of survey country,Small or middle sized town,Yes,TV,,,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,,,,,Via email newsletter(s) you receive,,,,,,YouTube,,,,,,,,,,,,,,,,,,,,,,Other,,,National politics,European and international affairs,,Sport,,,,,,,,,Public TV and Radio stations (incl. their online presence),,"The written press (such as newspapers or magazines), incl. their online presence",,,,,Other,,You follow the news on a daily basis,I do not use social media channels,,,,,,,,,67.0,55 years and older,65 years and older,Male,19,19 years,16-19,Self-employed,"Professional (self-employed lawyer, medical practitioner, ...)",2,0,PC/Laptop/Tablet,,,Niederoesterreich,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.3481205906307906,,,,,0.3793992107172657,0.1216966983728142,,0.1672002202966136,,0.1768685843389067,,,0.1649301548046733,
222,Austria,Has nationality of survey country,Rural area or village,Yes,TV,Radio,,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,Radio,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,,,,,,,You never access news online,,WhatsApp,,YouTube,,,,,,,,,,,,,,To send direct messages to friends and family,,,,"To share my own content (pictures, video, music, etc.)",,To follow what friends/family/colleagues are doing,,,,,,,,Sport,,,,,,,,,Public TV and Radio stations (incl. their online presence),Private TV and Radio stations (incl. their online presence),"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You follow the news on a daily basis,I do not use social media channels,,,,,,,,,71.0,55 years and older,65 years and older,Male,Still studying,Still in full-time education,Still in full-time education,Without a professional activity,Retired,2,0,PC/Laptop/Tablet,,,Salzburg,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1041876646869430.0,,,,,1.1354892187525e+16,0.364221340099423,,0.5004070703281736,,0.5293431430001311,,,0.4936130791464648,
223,Austria,Yes,Large town,Yes,TV,,,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",Online press and/or news platforms,,,,,,,,,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",Online press and/or news platforms,,,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,Via email newsletter(s) you receive,Other,,,WhatsApp,,,,,,,,,,,,,,To watch photo and video content,,,,,,"To share my own content (pictures, video, music, etc.)",,To follow what friends/family/colleagues are doing,,Other,,,,European and international affairs,,Sport,Financial and economic news,Culture and art,,,,,,,Public TV and Radio stations (incl. their online presence),,"The written press (such as newspapers or magazines), incl. their online presence",,,,,Other,,You actively search news several times a day,No,,,,,,,,,65.0,55 years and older,65 years and older,Male,19,19 years,16-19,Without a professional activity,Retired,2,0,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.8769073475712307,,,,,0.9556974350119624,0.3065510396409218,,0.4211733107425698,,0.4455276859098582,,,0.4154550706759786,
224,Austria,Has nationality of survey country,Large town,Don't know,Radio,,,,Online press and/or news platforms,,,,,,,,Radio,,,Online press and/or news platforms,,,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,,Facebook,,,,X (Twitter),,,,,,,,,To watch photo and video content,,,,To follow the news and current events,,,,To follow what friends/family/colleagues are doing,,,,Local news,National politics,European and international affairs,Science and technology,,,,,,"Crime, accidents",Other,,,Public TV and Radio stations (incl. their online presence),,"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You actively search news several times a day,No,,,,,,,,,65.0,55 years and older,65 years and older,Male,16,16 years,16-19,Without a professional activity,Retired,1,0,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.8769073475712307,,,,,0.9556974350119624,0.3065510396409218,,0.4211733107425698,,0.4455276859098582,,,0.4154550706759786,
225,Austria,Has nationality of survey country,Large town,Yes,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",Radio,TV,,,,,,,,,,Radio,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,,,,Via notifications from news apps you registered to or via alerts you receive,Via email newsletter(s) you receive,,,,WhatsApp,,,,,,,LinkedIn,,,,Other,,,To watch photo and video content,To share my opinion publicly/ to discuss within social media groups,To send direct messages to friends and family,,,,"To share my own content (pictures, video, music, etc.)",,To follow what friends/family/colleagues are doing,,,,Local news,National politics,,Science and technology,Sport,Financial and economic news,,,,,,,,Public TV and Radio stations (incl. their online presence),,"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You follow the news on a daily basis,I do not use social media channels,,,,,,,,,81.0,55 years and older,65 years and older,Male,25,22 years and older,20 years and older,Without a professional activity,Retired,2,0,PC/Laptop/Tablet,,,Oberoesterreich,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.924585987928587,,,,,1.00765999915353e+16,0.3232186349241578,,0.4440730741743968,,0.4697516297102788,,,0.4380439256493839,
226,Austria,Has nationality of survey country,Rural area or village,Yes,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",Radio,TV,,,,,,,,,,Radio,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,,,,,,,You never access news online,,WhatsApp,Facebook,,,,,,,,,,,,,,,,,,,,,,,,Donâ€™t know,,,,,,,,,,,,,,Public TV and Radio stations (incl. their online presence),,,,,,,,,You follow the news on a daily basis,No,,,,,,,,,66.0,55 years and older,65 years and older,Male,18,18 years,16-19,Without a professional activity,Retired,2,2,Smartphone,,,Vorarlberg,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.907236820330883,,,,,0.9887520095938116,0.3171536779150609,,0.4357403736034746,,0.4609370901655072,,,0.4298243575611054,
227,Austria,Has nationality of survey country,Small or middle sized town,Yes,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,TV,,,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,"You use a news aggregator app or website, meaning a website or app that assembles information from different (...).",,,,,,,,WhatsApp,Facebook,YouTube,,Instagram,,TikTok,,,Telegram,,,,,,,,,,,,,,,Other,,Local news,,,,,,,,,,,,,,Private TV and Radio stations (incl. their online presence),,,,,,,,You follow the news on a daily basis,Donâ€™t know,,,,,,,,,67.0,55 years and older,65 years and older,Male,18,18 years,16-19,Without a professional activity,Retired,2,0,Smartphone,,,Oberoesterreich,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.924585987928587,,,,,1.00765999915353e+16,0.3232186349241578,,0.4440730741743968,,0.4697516297102788,,,0.4380439256493839,
228,Austria,Has nationality of survey country,Large town,Yes,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,TV,,,,,,,,,,,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,,,,,,,You never access news online,,,,YouTube,,,,,LinkedIn,,,,,,,,,To send direct messages to friends and family,,,,,,,,,,,,European and international affairs,,Sport,Financial and economic news,,,,,,,,Public TV and Radio stations (incl. their online presence),,"The written press (such as newspapers or magazines), incl. their online presence",,YouTube or other video platforms,,,,,You follow the news on a daily basis,No,,,,,,,,,70.0,55 years and older,65 years and older,Male,26,22 years and older,20 years and older,Without a professional activity,Retired,2,0,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.8769073475712307,,,,,0.9556974350119624,0.3065510396409218,,0.4211733107425698,,0.4455276859098582,,,0.4154550706759786,
229,Austria,Has nationality of survey country,Small or middle sized town,Yes,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,TV,,,,,,,,,,,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,,You read articles or posts that appear in your online social networks,,,,,,,,Facebook,,,,,,,,,,,,,,,,,To follow the news and current events,,,,To follow what friends/family/colleagues are doing,To get to know new people,,,,,European and international affairs,,,Financial and economic news,,,,,,,,Public TV and Radio stations (incl. their online presence),Private TV and Radio stations (incl. their online presence),"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You actively search news several times a day,No,,,,,,,,,68.0,55 years and older,65 years and older,Male,27,22 years and older,20 years and older,Without a professional activity,Retired,2,1,PC/Laptop/Tablet,,,Vorarlberg,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.907236820330883,,,,,0.9887520095938116,0.3171536779150609,,0.4357403736034746,,0.4609370901655072,,,0.4298243575611054,
230,Austria,Has nationality of survey country,Rural area or village,Yes,TV,,,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,WhatsApp,,,,,,,,,,,,,,,,,,To follow the news and current events,,,,,,,,Local news,National politics,,,,Financial and economic news,,,,"Crime, accidents",,,,,Private TV and Radio stations (incl. their online presence),,,,"People, groups or friends I follow on social media or messaging platforms",,,,You follow the news on a daily basis,No,,,,,,,,,74.0,55 years and older,65 years and older,Female,14,Up to 14 years,Up to 15,Without a professional activity,Retired,2,0,PC/Laptop/Tablet,,,Niederoesterreich,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.26867503089207e+16,,,,,1382665427819090.0,0.4435059767301743,,0.6093369664391425,,0.6445719177179685,,,0.6010640418100766,
231,Austria,Has nationality of survey country,Small or middle sized town,Yes,TV,,,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,,You read articles or posts that appear in your online social networks,,Via notifications from news apps you registered to or via alerts you receive,,,,,WhatsApp,Facebook,,,,,TikTok,LinkedIn,,,,,,,To watch photo and video content,,To send direct messages to friends and family,,To follow the news and current events,,,,,,,,Local news,,European and international affairs,,Sport,,,,,,,,,Public TV and Radio stations (incl. their online presence),Private TV and Radio stations (incl. their online presence),,,,,,,,You follow the news on a daily basis,No,,,,,,,,,76.0,55 years and older,65 years and older,Male,18,18 years,16-19,Without a professional activity,Retired,3,0,PC/Laptop/Tablet,,,Oberoesterreich,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.924585987928587,,,,,1.00765999915353e+16,0.3232186349241578,,0.4440730741743968,,0.4697516297102788,,,0.4380439256493839,
232,Austria,Has nationality of survey country,Small or middle sized town,Yes,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",Radio,TV,,,,,,,,,,Radio,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,,You read articles or posts that appear in your online social networks,,Via notifications from news apps you registered to or via alerts you receive,Via email newsletter(s) you receive,,,,WhatsApp,Facebook,YouTube,Messenger,Instagram,,,,,,,,,,,,To send direct messages to friends and family,,To follow the news and current events,To buy or sell products,,,To follow what friends/family/colleagues are doing,,,,Local news,National politics,European and international affairs,,Sport,Financial and economic news,,,,"Crime, accidents",,,,,Private TV and Radio stations (incl. their online presence),"The written press (such as newspapers or magazines), incl. their online presence",,,"People, groups or friends I follow on social media or messaging platforms",,,,You follow the news on a daily basis,Yes,,,Insight into their everyday life Â ,"Commentary on current events (e.g. on society, politics, economy, etc.)",,,,,67.0,55 years and older,65 years and older,Male,15,15 years,Up to 15,Without a professional activity,Retired,2,0,PC/Laptop/Tablet,,,Oberoesterreich,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.924585987928587,,,,,1.00765999915353e+16,0.3232186349241578,,0.4440730741743968,,0.4697516297102788,,,0.4380439256493839,
233,Austria,Has nationality of survey country,Large town,No,"Social media platforms (e.g. Facebook, Instagram, etc.)",,TV,,,,,,,,,,,TV,,,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,,You read articles or posts that appear in your online social networks,"You read content shared by friends on direct messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,,,,,Instagram,,,,,,,,,,To watch photo and video content,,,,To follow the news and current events,,,,,,,,Local news,,,Science and technology,,,Culture and art,,"Hobbies, lifestyle","Crime, accidents",,,,,,,,,,,Other,,You are trying to avoid some news topics,No,,,,,,,,,21.0,15 - 24 years,15 - 24 years,Female,20,20 years,20 years and older,Employee,Other (Employee),3,0,Smartphone,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.5362707263939617,,,,,0.5844546280815374,0.1874706024078646,,0.257567595841499,,0.2724614594839996,,,0.2540706189229006,
234,Austria,Has nationality of survey country,Large town,Yes,TV,Radio,,,,,,,,,,,Radio,TV,,,,,,,,,,,,,,,,,You never access news online,,WhatsApp,,,,,,,,,,,,,,,,To send direct messages to friends and family,,,,,,,,,,,,,,,,,,,,Other,,,Public TV and Radio stations (incl. their online presence),,,,,,,,,You follow the news on a daily basis,No,,,,,,,,,71.0,55 years and older,65 years and older,Female,19,19 years,16-19,Without a professional activity,Retired,1,0,PC/Laptop/Tablet,,,Oberoesterreich,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.36278025975052e+16,,,,,1485226007440560.0,0.4764034724828385,,0.6545351403468836,,0.6923836790875664,,,0.6456485633272606,
235,Austria,Has nationality of survey country,Large town,Yes,Online press and/or news platforms,,TV,,,"Video platforms (e.g. YouTube, etc.)",,,,,,,,TV,,Online press and/or news platforms,"Video platforms (e.g. YouTube, etc.)",,,,,,,,,,,Via notifications from news apps you registered to or via alerts you receive,Via email newsletter(s) you receive,,,,WhatsApp,Facebook,YouTube,,,,,,,,,,,,,To share my opinion publicly/ to discuss within social media groups,,,To follow the news and current events,,,,To follow what friends/family/colleagues are doing,,,,,National politics,European and international affairs,,,,,,,,,,,,Private TV and Radio stations (incl. their online presence),,,YouTube or other video platforms,,"Influencers on social media channels (e.g. YouTube, Instagram, TikTok etc.)",,,You actively search news several times a day,Yes,,,,"Commentary on current events (e.g. on society, politics, economy, etc.)",,,,,70.0,55 years and older,65 years and older,Male,20,20 years,20 years and older,Without a professional activity,Retired,1,0,PC/Laptop/Tablet,,,Steiermark,Sued-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.9099260087604466,,,,,0.9916828214880398,0.318093769831449,,0.4370319745887177,,0.4623033780650412,,,0.4310984225716903,
236,Austria,Has nationality of survey country,Rural area or village,Yes,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,Online press and/or news platforms,,,,,,,,,,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",Online press and/or news platforms,,,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,WhatsApp,Facebook,YouTube,,,,,,,,,,,,,,To send direct messages to friends and family,,,,,,To follow what friends/family/colleagues are doing,,,,,,,,Sport,,,,"Hobbies, lifestyle",,,,,Public TV and Radio stations (incl. their online presence),,"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You actively search news several times a day,No,,,,,,,,,66.0,55 years and older,65 years and older,Male,18,18 years,16-19,Without a professional activity,Retired,3,0,PC/Laptop/Tablet,,,Salzburg,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1041876646869430.0,,,,,1.1354892187525e+16,0.364221340099423,,0.5004070703281736,,0.5293431430001311,,,0.4936130791464648,
237,Austria,Has nationality of survey country,Large town,Yes,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,TV,,,,,,,,,,,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,WhatsApp,,,,,,,,,,,,,,,,To send direct messages to friends and family,,,,"To share my own content (pictures, video, music, etc.)",,,,,,,,,,,,,,,,,,,Public TV and Radio stations (incl. their online presence),,"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You actively search news several times a day,No,,,,,,,,,67.0,55 years and older,65 years and older,Male,19,19 years,16-19,Without a professional activity,Retired,2,0,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.8769073475712307,,,,,0.9556974350119624,0.3065510396409218,,0.4211733107425698,,0.4455276859098582,,,0.4154550706759786,
